PeopleSoft #,Reference #,"Reference #
(less special characters)",Item Description,Mfg Name,Area,Lev 1,Cart Name,Shelf,UNSPSC Desc (Commodity Code),Status Current,Comments
000000000000477818,8065751902,8065751902,PACK CONSTELLATION 25GA,ALCON LABORATORIES INC,,, ,,13 Ophthalmic vitrectomy kits,Inactive,
000000000000477994,458.958,458958,Locking Screw 5x58MM Ti,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000478206,L1818-04P01C-1,L181804P01C1,DISCON USE 000000000001214986 SPONGE LAP XRAY RFDETECT 18X18,MEDLINE INDUSTRIES INC,,, ,,06 Laparotomy or x-ray detectable surgical specialty sponge,Inactive,
000000000000479425,1188825112,1188825112,NDL HYPO TRI-BEVELED LL MONOJECT SOFTPACK 25GA 1.5IN,MEDLINE INDUSTRIES INC,,, ,,23 Hypodermic needles,Inactive,
000000000000480135,458.990,458990,Locking Screw 5x90MM Ti,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000480704,015914,015914,DISCON NON CONTRACTED CATH URETH VINYL PLST FMLE,MEDLINE INDUSTRIES INC,,, ,,43 Latex-free intermittent catheter,Inactive,
000000000000481787,93-4450,934450,SLING SURG SUPRIS INC UR STRESS FMLE RETROPUBIC SYS,COLOPLAST CORP,,, ,,23 Gynecological implant or sling,Inactive,
000000000000485613,0200-16,020016,TB FD JEJ SIL MIC DISTAL TIP RADPQ STRIPE 16FRX7-10ML STER,MEDLINE INDUSTRIES INC,,, ,,03 Jejunostomy tubes,Inactive,
000000000000485744,458.980,458980,Locking Screw 5x80MM Ti,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000486010,BCB-5-120-2-S,BCB51202S,BRUSH BRONCHOSCOPE CYTO 5FR 120CM LGTH 2MM BRUSH DIAM.,COOK MEDICAL INC,,, ,,07 Endoscopic cytology or microbiology brushes,Inactive,
000000000000487719,0260-16,026016,KT TB FD GASTRIC-JEJUNAL SURG PLACEMENT MIC 16FRX45CM,MEDLINE INDUSTRIES INC,,, ,,03 Jejunostomy tubes,Inactive,
000000000000488338,1501263,1501263,DISCON OBSOLETE BY MFG SYR SLNT FIBRIN PRE-FILLED FROZEN LF,BAXTER HEALTHCARE CORP,,, ,,07 Surgical hemostatic agents,Inactive,
000000000000489405,111902,111902,DISCON NON CONTRACTED VEST MAMMARY SPRT SURG ZIP ADJ SHLDR S,MEDLINE INDUSTRIES INC,,, ,,01 Mammary support binders,Inactive,
000000000000491013,229.37,22937,PLATE RECON STR SS 7 HLE 4.5MM DIA 109MM LGTH N/S,DEPUY SYNTHES SALES INC,,, ,,05 Bone plate,Inactive,
000000000000491184,1188818112,1188818112,NDL HYPO SS TRI-BEVELED LL MONOJECT 18GA 1.5IN LF STER,MEDLINE INDUSTRIES INC,,, ,,23 Hypodermic needles,Inactive,
000000000000491425,6939,6939,DISCON DUE TO STANDARDIZATION SPNG GZ 12 PL RGD TRY WHT 4X4,MEDLINE INDUSTRIES INC,,, ,,12 Gauze sponges,Inactive,
000000000000491841,44101-,44101,DISCON DUE TO STANDARDIZATION BDG FAB AD FLEX CURIT 3X1IN LF,MEDLINE INDUSTRIES INC,,, ,,05 Bandages or dressings for general use,Inactive,
000000000000494533,CFF05,CFF05,TROCAR FXTN KII FIOS 1ST ENTRY 5X75MM W/PROD LINE EXTN,APPLIED MEDICAL DISTRIBUTION CORPORATION,,, ,,02 External fixation instrument sets or systems,Inactive,
000000000000494837,8065750958,8065750958,PK FRAGMATOME TIP ASSY DISP CONSTELLATION 20GA,ALCON LABORATORIES INC,,, ,,06 Ophthalmic surgery instrument sets,Inactive,
000000000000495516,205.236,205236,Cann Screw 3.5x36MM Full-Thread,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000496227,2102-1510,21021510,GFT BNE SUB FOAM STRIP B-TCP VITOSS BA 8X25X50MM 10ML,STRYKER SPINE,,, ,,03 Bone graft extender or substitute,Inactive,
000000000000496415,458.968,458968,Locking Screw 5x68MM Ti,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000497084,DYNJP2302P,DYNJP2302P,GOWN SURG PREVENTION PLUS X-LNG XL 56IN,MEDLINE INDUSTRIES INC,,, ,,02 Single-use Surgical gowns,Inactive,
000000000000497786,M006630222B1,M006630222B1,DISCON USE 000000000001844633 GWIRE NIT HYDRO ZIPWIRE STR TI,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,14 Urological Guidewire Or Glidewire,Inactive,
000000000000498633,0210-007-000,0210007000,TIP FEM CANAL COAX INTERPULSE ONE SZ,STRYKER SALES CORPORATION,,, ,,18 Surgical irrigation pump equipment or pulsed lavage,Inactive,
000000000000499258,02.207.465,02207465,SCREW CONICAL PARTIAL THREAD SS 7.3X65MM,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000499993,3350-1G,33501G,DISCON USE 000000000001156738 STAY SURG W/BLUNT HOOK SS TIP,COOPERSURGICAL INC,,, ,,02 Surgical retraction hooks,Inactive,
000000000000500029,DYNJP10001,DYNJP10001,DRAPE CRANIOTOMY WITH POUCH 100X104IN,MEDLINE INDUSTRIES INC,,, ,,31 Surgical transparent incise drapes or instrument pouches,Inactive,
000000000000500257,705.43,70543,FORCEP END GRASPING REVOLUTION 25GA,ALCON LABORATORIES INC,,, ,,02 Surgical clamps or clips or forceps,Inactive,
000000000000502479,6886,6886,PD CAST SYNTH NON ABS DELTA-ROL 6INX4YD,MEDLINE INDUSTRIES INC,,, ,,02 Cast or splint padding materials,Inactive,
000000000000502963,456.313,456313,ENDCAP NAIL TROCHANTERIC FIXATION 10MM,DEPUY SYNTHES SALES INC,,, ,,60 Protective caps for orthopedic implants,Inactive,
000000000000503068,M0068407150,M0068407150,PROBE ULTRASOUND 3.8X330MM,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,20 Surgical lithotripters,Inactive,
000000000000505146,2D72PT60,2D72PT60,DISCON USE 000000000001223714 GLV SURG POLYISOPRENE SYNTH ES,MEDLINE INDUSTRIES INC,,, ,,07 Non-latex surgical gloves,Inactive,
000000000000505785,CP 602S,CP602S,PD BED CONVOLUTED EGGCRATE FOAM LF 2X20X72IN BLU DISP,MEDLINE INDUSTRIES INC,,, ,,11 Operating room patient positioning devices,Inactive,
000000000000508018,8132,8132,CATH THOR PVC RT ANG TAPER-TIP 32FR 5-EYELET 2CM ATRA SPRL,GETINGE USA SALES LLC,,, ,,36 Thoracentesis or paracentesis needle & catheter,Inactive,
000000000000508768,458.926,458926,SCREW LOCKING HEXAGONAL TI 5X26MM NON STERILE,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000508975,ECS29A,ECS29A,DISCON OBSOLETE BY MFG STAPLER SURG ENDO ILS CIRC B-FORM 37C,JOHNSON & JOHNSON HEALTHCARE SYSTEMS INC,,, ,,11 Medical staples or reload cartridges for internal use,Inactive,
000000000000509126,M0061921240,M0061921240,STENT URET DUAL DUROMETER SOFT BLADDER COIL FIRM 5FR 28CM,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,03 Urological stents,Inactive,
000000000000509713,E2516H,E2516H,ELECT HNDSWTCH HOLST SS 3/32IN SHAFT PENCIL 10FT STER DISP,MEDLINE INDUSTRIES INC,,, ,,43 Electrosurgical or electrocautery accessories or attach,Inactive,
000000000000512146,420275,420275,SHEAR CRV DA VINCI HARMONIC 8MM 20 USES,INTUITIVE SURGICAL INC,,, ,,11 Surgical robotic ultrasonic energy instrument,Inactive,
000000000000512238,3909,3909,DISCON OBSOLETE BY MFG SLNT FIBRIN EVICEL HUMAN CLOG RESIS F,JOHNSON & JOHNSON HEALTHCARE SYSTEMS INC,,, ,,07 Surgical hemostatic agents,Inactive,
000000000000512821,229.38,22938,PLATE RECON STR SS 8 HLE 4.5MM DIA 125MM LGTH N/S,DEPUY SYNTHES SALES INC,,, ,,05 Bone plate,Inactive,
000000000000513174,800070,800070,DISCON NON CONTRACTED KIT SLIDEONE HEMORRHOID,THD AMERICA INC,,, ,,34 Endoscopic suturing devices,Inactive,
000000000000513461,M0061752550,M0061752550,STENT URETERAL PERCUFLEX PLUS 4.8FR 30CM,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,03 Urological stents,Inactive,
000000000000513897,205.242,205242,Cann Screw 3.5x42MM Full-Thread,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000514469,1188830340,1188830340,NDL HYPO LL MNJCT SFTPK PPL HB RG A BVL 30GAX0.75IN LF DISP,MEDLINE INDUSTRIES INC,,, ,,23 Hypodermic needles,Inactive,
000000000000514845,M0064101070,M0064101070,CATHETER NEPHROSTOMY MALECOT 24FR 17CM,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,17 Nephrostomy catheter or drain,Inactive,
000000000000515001,111910,111910,DISCON NON CONTRACTED VEST SURG SPRT MAMMARY W/O CUP,BSN MEDICAL INC,,, ,,01 Mammary support binders,Inactive,
000000000000515065,174311,174311,DISCON OBSOLETE BY MFG RETRAC LAP MAXI 10MM,MEDLINE INDUSTRIES INC,,, ,,29 Endoscopic retractors,Inactive,
000000000000516026,3704-3-120,37043120,PLATE COMPRESSION SS DALL MILES 9H,STRYKER ORTHOPAEDICS,,, ,,05 Bone plate,Inactive,
000000000000516244,S 1092-P,S1092P,KT PAITENT POSTN LAT UNIV MCGUIRE FOAM LF DISP,MEDLINE INDUSTRIES INC,,, ,,11 Operating room patient positioning devices,Inactive,
000000000000518080,458.956,458956,Locking Screw 5x56MM Ti,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000518393,1180600777,1180600777,SYR HYPO LL SOFTPACK MONOJECT 6ML STER W/O NDL,MEDLINE INDUSTRIES INC,,, ,,08 Syringes without needles,Inactive,
000000000000519311,NON6027,NON6027,DISCON USE 000000000002096484 BNDG CTN ABS 1LB,MEDLINE INDUSTRIES INC,,, ,,01 Cotton ball or fiber,Inactive,
000000000000520784,M0068202460,M0068202460,DISCON NON CONTRACTED GFT TISS REGENERATION MTRX REPLIFORM 6,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,15 Synthetic tissue implants,Inactive,
000000000000522214,RRT08030040L,RRT08030040L,DISCON OBSOLETE BY MFG GFT VASC TW REMVB RING PTFE GORE-TEX,WL GORE & ASSOCIATES INC,,, ,,06 Vascular graft,Inactive,
000000000000522844,0205-37,020537,DISCON NON CONTRACTED LUBE JELLY SURGILUBE TB 4.2 OZ STER W/,MEDLINE INDUSTRIES INC,,, ,,03 Exam or personal lubricants or jellies,Inactive,
000000000000522992,0260-18,026018,KT TB FD GASTRIC-JEJUNAL SURG PLACEMENT MIC 18FRX45CM,MEDLINE INDUSTRIES INC,,, ,,03 Jejunostomy tubes,Inactive,
000000000000524786,14022-26,1402226,SCRW BN CORT SOLID FTRD 4.5X26MM TIMAX,ZIMMER US INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000524829,207.930,207930,SCRW BNE CANC 5MM HEAD PTRD SS 12MM THRD 4X30MM,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000525237,458.928,458928,SCREW LOCKING HEXAGONAL TI 5X28MM NON STERILE,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000525898,30-033,30033,BALL CTN DBL STRUNG MED LF STER,MEDLINE INDUSTRIES INC,,, ,,01 Cotton ball or fiber,Inactive,
000000000000526668,CUR001209,CUR001209,DISCON OBSOLETE BY MFG OINT ANTIBIOTIC TRIPLE CURAD 0.9G LF,MEDLINE INDUSTRIES INC,,, ,,21 Bacitracin/neomycin/polymyxin b,Inactive,
000000000000527104,1600-023,1600023,DISCON NON CONTRACTED WRE KIRSH W/WRE GUID 1.6MM DIA 140MM L,MICROAIRE SURGICAL INSTRUMENTS LLC,,, ,,01 Orthopedic surgical wire,Inactive,
000000000000527444,0113116,0113116,SYS FXTN LAPAROSCOPIC W/ 30 SORBAFIX,DAVOL INC,,, ,,07 Combination tissue fixation device,Inactive,
000000000000529420,PN150,PN150,NDL INSUFFLATION PNEUMOPER ENDOPATH 150MM LGTH STER DISP,MEDLINE INDUSTRIES INC,,, ,,17 Endoscopic insufflation needles,Inactive,
000000000000529496,0918030,0918030,DISCON OBSOLETE BY MFG DRN PENROSE GRAV XRAY LTX STER 0.5IN,MEDLINE INDUSTRIES INC,,, ,,53 Surgical drains or sets,Inactive,
000000000000530377,8886864304,8886864304,TB ASP PS LUKI 8ML 3.25IN LGTH STER DISP,MEDLINE INDUSTRIES INC,,, ,,23 Sputum collection apparatus or containers,Inactive,
000000000000531283,1188827112,1188827112,NDL HYPO LL MONOJECT SOFTPACK PPL HUB REG A BEVEL 27GA 1.5IN,MEDLINE INDUSTRIES INC,,, ,,23 Hypodermic needles,Inactive,
000000000000531703,458.999,458999,Locking Screw 5x100MM Ti Recess Hex,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000531853,1402250,1402250,SCREW CORTICAL SELF TAPPING FULL THREAD 4.5X50MM,ZIMMER US INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000532932,1402240,1402240,SCREW CORTICAL SELF TAPPING FULL THREAD 4.5X40MM,ZIMMER US INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000533892,0200-18,020018,TB FD JEJ SIL MIC MEDS PORT DISTAL TIP 18FRX7-10ML STER,MEDLINE INDUSTRIES INC,,, ,,03 Jejunostomy tubes,Inactive,
000000000000534116,458.960,458960,Locking Screw 5x60MM Ti,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000534431,M0067101140,M0067101140,DEVICE INFLATION STOPCOCK GAUGE 20ML VOLUME,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,09 Endoscopic dilators or inflation devices,Inactive,
000000000000535180,29904-002,29904002,DISCON OBSOLETE BY MFG SOL ANTIMICR CLE 7.5% PVP,MEDLINE INDUSTRIES INC,,, ,,08 Surgeons hand scrub brushes or solutions or access,Inactive,
000000000000535284,0112670,0112670,MESH HERNIA FLAT SHEET MONOF PPL 5X30.5CM,DAVOL INC,,, ,,13 Surgical mesh or tissue barrier products,Inactive,
000000000000535299,458.930,458930,SCREW LOCKING HEXAGONAL TI 5X30MM NON STERILE,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000535481,460604,460604,DISCON OBSOLETE BY MFG TB FD NG ENTRL PVC SF CNCTN NEO,MEDLINE INDUSTRIES INC,,, ,,01 Gastrostomy tubes for general use,Inactive,
000000000000536041,9MH30D,9MH30D,TOOL MATCH HEAD DIAMOND 3MMX9CM,MEDTRONIC USA INC,,, ,,27 Surgical burs,Inactive,
000000000000536102,620100,620100,DISCON NON CONTRACTED BNE BIOCLEANSE FROZEN FEM HEAD,RTI SURGICAL INC,,, ,,02 Human tissue implants,Inactive,
000000000000536595,NON25854,NON25854,DISCON USE 000000000002214052 SPONGE GZ,MEDLINE INDUSTRIES INC,,, ,,12 Gauze sponges,Inactive,
000000000000537835,10BA30,10BA30,TOOL BALL FLUTED LEGEND 3MMX10CM,MEDTRONIC USA INC,,, ,,27 Surgical burs,Inactive,
000000000000538198,224.60,22460,PLATE NRW FOR LRG FRAGMENT ST SS N/S LC-DCP 10 HLE 4.5MM DIA,DEPUY SYNTHES SALES INC,,, ,,05 Bone plate,Inactive,
000000000000538496,27-0120,270120,SCRW BNE EXTR TI CANN 2.7X12MM,ACUMED LLC,,, ,,06 Bone screws or pegs,Inactive,
000000000000539123,B11LT,B11LT,TROCAR OPT BLADELESS STBL SLV INTEGRATED STBL THRD 11X100MM,MEDLINE INDUSTRIES INC,,, ,,35 Endoscopic trocar or sheath or obturator or cannula,Inactive,
000000000000540436,17478-701-02,1747870102,DISCON NON CONTRACTED KT INJ INDOCYANINE AQEOUS DILNT 25MG S,AKORN INC,,, ,,78 Indocyanine green,Inactive,
000000000000541139,458.972,458972,Locking Screw 5x72MM Ti,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000542080,1702515006,1702515006,PATCH CARDV SOFT TISS GE-TX 0.6MM THICKNESS 2.5X15CM,WL GORE & ASSOCIATES INC,,, ,,13 Surgical mesh or tissue barrier products,Inactive,
000000000000542144,226.59,22659,DISCON OBSOLETE BY MFG PLATE LC-DCP BRD SS N/S 9 HLE 4.5MM D,DEPUY SYNTHES SALES INC,,, ,,05 Bone plate,Inactive,
000000000000542344,224.59,22459,DISCON OBSOLETE BY MFG PLATE LC-DCP NARROW SS 9H 160MM,DEPUY SYNTHES SALES INC,,, ,,05 Bone plate,Inactive,
000000000000542858,229.34,22934,Reconstruction Plate 4.5MM 4 Hole 61MM,DEPUY SYNTHES SALES INC,,, ,,05 Bone plate,Inactive,
000000000000543620,8TA11,8TA11,TOOL TAPERED SIDE CUT 1.1MMX8CM,MEDTRONIC USA INC,,, ,,27 Surgical burs,Inactive,
000000000000543983,NONCV700XXXL,NONCV700XXXL,DISCON OBSOLETE BY MFG COVERALL STAFF IMPV BREATHABLE FLU RE,MEDLINE INDUSTRIES INC,,, ,,06 Surgical jumpsuits and coveralls,Inactive,
000000000000544462,FP020,FP020,TROCAR THORACIC FLEXIPATH 20MM,MEDLINE INDUSTRIES INC,,, ,,35 Endoscopic trocar or sheath or obturator or cannula,Inactive,
000000000000545995,DYNJP2461,DYNJP2461,GARMENT CMPRSN LEGNS PROXIMA LF XL 2 6IN CUFF 33IX51IN,MEDLINE INDUSTRIES INC,,, ,,02 Vascular or compression socks,Inactive,
000000000000547064,241.14,24114,DISCON OBSOLETE BY MFG PLATE T RT ANG SS 4 HLE HEAD,DEPUY SYNTHES SALES INC,,, ,,05 Bone plate,Inactive,
000000000000547175,458.995,458995,Locking Screw 5x95MM Ti,DEPUY SYNTHES SALES INC,,, ,,06 Bone screws or pegs,Inactive,
000000000000548695,0112980,0112980,MESH HERNIA PLUG PERFIX XL 4.1X5CM PPL 6/CA,DAVOL INC,,, ,,13 Surgical mesh or tissue barrier products,Inactive,
000000000000549998,M0068407160,M0068407160,PROBE ULTRASOUND 3.3X403MM,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,20 Surgical lithotripters,Inactive,
000000000000551396,53.00.23,530023,SYS ELECTL CAUT BPLR NON STICK TIP 23GA STER DISP 53.00.23,BAUSCH & LOMB AMERICAS INC,,, ,,04 Electrosurgical or electrocautery equipment,Inactive,
000000000000552623,14409,14409,DISCON OBSOLETE BY MFG CATH MEDIASTINAL HI TEAR STRENGTH FLA,GETINGE USA SALES LLC,,, ,,36 Thoracentesis or paracentesis needle & catheter,Inactive,
000000000000553049,NON25504,NON25504,BNDG ADH PATCH CURADE XL 2X4IN,MEDLINE INDUSTRIES INC,,, ,,05 Bandages or dressings for general use,Inactive,
000000000000553084,13665010,13665010,BNDR ABD 3 PANEL 2XL 82-94X9IN LF,MEDLINE INDUSTRIES INC,,, ,,02 Abdominal binders,Inactive,
000000000000555842,M006630205B1,M006630205B1,DISCON USE 000000000001844620 GWIRE ZIPWIRE STD TYPE 0.035IN,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,19 Endoscopic introducers or guidewires or glidewires,Inactive,
000000000000555843,M006630208B1,M006630208B1,DISCON USE 000000000001844619 GWIRE ZIPWIRE STD TYPE 0.038IN,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,19 Endoscopic introducers or guidewires or glidewires,Inactive,
000000000000558456,M0062601000,M0062601000,DIL SET RENAL AMPLATZ GRAD 8-30FR REUS,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,38 Surgical urological dilation devices or access,Inactive,
000000000000559499,202549,202549,DISCON OBSOLETE BY MFG SPRT SUSPENSORY LEG STRAP MED,MEDLINE INDUSTRIES INC,,, ,,02 Back or lumbar or sacral orthopedic softgoods,Inactive,
000000000000559650,M006630206B1,M006630206B1,DISCON USE 000000000001844618 GWIRE ANG FLEX GLDWR 035X150,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,19 Endoscopic introducers or guidewires or glidewires,Inactive,
000000000000560927,M0068403920,M0068403920,DISCON OBSOLETE BY MFG FIBER LSR VERSIVA 365 MIC,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,19 Surgical lasers,Inactive,
000000000000561530,BR2108-218,BR2108218,BLD SAW SAG LRG 98.5X25X1.24MM,PETER BRASSELER HOLDINGS LLC,,, ,,09 Surgical saw blades or access,Inactive,
000000000000563234,M006630209B1,M006630209B1,DISCON USE 000000000001844639 GWIRE ZIPWIRE STD TYPE 0.038IN,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,19 Endoscopic introducers or guidewires or glidewires,Inactive,
000000000000563687,ST0A-15P,ST0A15P,JOINT TOE IM SMART TOE 10 DEG 15MM ANG,STRYKER ORTHOPAEDICS,,, ,,04 Finger joint implant,Inactive,
000000000000564755,92-02,9202,BAND CRCLNG OPTH STY-240 SCLRL BCKLNG PRDCTS 0.6X2.5X125MM,DUTCH OPHTHALMIC USA INC,,, ,,01 Surgical band ligator appliers bands related products,Inactive,
000000000000564756,92-14,9214,SLV OPTH STYLE-270 SCLRL BCKLNG PRDCTS SIL 0.76X1.65X30MM,DUTCH OPHTHALMIC USA INC,,, ,,21 Scleral buckling components,Inactive,
000000000000565418,NL2EMB60T,NL2EMB60T,DISCON OBSOLETE BY MFG CATHETER A,EDWARDS LIFESCIENCES US INC,,, ,,25 Thrombectomy embolectomy catheter,Inactive,
000000000000565609,M0064051160,M0064051160,CATH URET OPEN END AXXCESS 6FRX70CM,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,63 Ureteral catheters,Inactive,
000000000000565909,SENSH1628W,SENSH1628W,SHEATH INTRO HYDRO CTD SENTRANT 16FRX28CM,MEDTRONIC USA INC,,, ,,03 Diagnostic or interventional vascular catheter introducer,Inactive,
000000000000566428,NL3EMB80T,NL3EMB80T,DISCON OBSOLETE BY MFG CATH ARTL EMBO TB PK EDWARDS LF 3FR 8,EDWARDS LIFESCIENCES US INC,,, ,,25 Thrombectomy embolectomy catheter,Inactive,
000000000000567315,ECH060040A,ECH060040A,GFT VASC ACUSEAL 6MMX40CM,WL GORE & ASSOCIATES INC,,, ,,06 Vascular graft,Inactive,
000000000000567664,1190500,1190500,MESH HERNIA MONOF POLY-4-HYDROXYBUTY RECT PHASIX 25.4X30.5CM,DAVOL INC,,, ,,13 Surgical mesh or tissue barrier products,Inactive,
000000000000568169,M0062101440,M0062101440,CATH BLLN HI PRESR NEPHROMAX 30FRX15CM 17CM SHEATH,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,09 Nephrostomy sets,Inactive,
000000000000568607,K-201,K201,DISCON OBSOLETE BY MFG KT GUID SHEATH 1150MM W/GUID,OLYMPUS AMERICA INC,,, ,,78 Endoscopic trocars or sheathes or obturators or cannula,Inactive,
000000000000570027,4CFS,4CFS,DISCON OBSOLETE BY MFG TB TRACH UNCFD SHILEY 4,MEDLINE INDUSTRIES INC,,, ,,04 Tracheostomy tubes,Inactive,
000000000000570170,0010214,0010214,PATCH HERNIA VENTRIO 4.5IN,DAVOL INC,,, ,,13 Surgical mesh or tissue barrier products,Inactive,
000000000000570250,007837,007837,GFT CARDV FELT 1.65MM 6X6IN NOMINAL THICKNESS,BARD PERIPHERAL VASCULAR INC,,, ,,06 Vascular graft,Inactive,
000000000000570287,0210-20,021020,TB FD MIC GASTRO ENTERIC 20FR,MEDLINE INDUSTRIES INC,,, ,,09 Gastrostomy feeding tube kits,Inactive,
000000000000570383,501420,501420,MESH SURG NON-ABS PPL MONOF Y-TYPE RESTORELLE 4X24CM,COLOPLAST CORP,,, ,,13 Surgical mesh or tissue barrier products,Inactive,
000000000000570640,1502186,1502186,TIP APPL TRIMMABLE MALL LF FLOSEAL 10ML,BAXTER HEALTHCARE CORP,,, ,,09 Surgical applicators,Inactive,
000000000000570657,292.06,29206,DISCON USE 000000000001351120 WRE KIRSH SS 0.6MM DIA 70MM LG,DEPUY SYNTHES SALES INC,,, ,,01 Orthopedic surgical wire,Inactive,
000000000000570658,292.12,29212,DISCON USE 000000000001351124 WRE KIRSH SS TROCAR PNT 1.25MM,DEPUY SYNTHES SALES INC,,, ,,01 Orthopedic surgical wire,Inactive,
000000000000570736,420290,420290,DISCON OBSOLETE BY MFG KT VISION ACCS DA VINCI 420290,INTUITIVE SURGICAL INC,,, ,,15 Surgical equipment covers,Inactive,
000000000000570826,1527005,1527005,SPLINT NASAL REUTER FLPL STD SEPTUM PREPUNCH HLE 0.5MM THK,MEDTRONIC USA INC,,, ,,02 Nasal splints or stents,Inactive,
000000000000571499,1953,1953,DISCON USE 000000000002170338 HEMOSTAT ABS SURGICEL 2X3IN LF,MEDLINE INDUSTRIES INC,,, ,,07 Surgical hemostatic agents,Inactive,
000000000000571869,056002,056002,DRN PENROSE SURG SI 0.5X12IN,COOK MEDICAL INC,,, ,,53 Surgical drains or sets,Inactive,
000000000000573829,M0068403910,M0068403910,DISCON OBSOLETE BY MFG FIBER LSR FLEXIVA 200,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,19 Surgical lasers,Inactive,
000000000000574184,M0068403960,M0068403960,DISCON OBSOLETE BY MFG LSR FIBER FLEXIVA TRAC TIP 200,BOSTON SCIENTIFIC CORPORATION & SUBSIDIA,,, ,,19 Surgical lasers,Inactive,
000000000000574869,HR004,HR004,PROT ORTHO ALEXIS SM/MED 2.5-8CM 14CM 5/BX,APPLIED MEDICAL DISTRIBUTION CORPORATION,,, ,,09 Surgical tissue protectors,Inactive,
000000000000575189,10BA20,10BA20,BORE BALL HEAD 2MMX10CM SM,MEDTRONIC USA INC,,, ,,27 Surgical burs,Inactive,
000000000000575329,0210-22,021022,TB FD MIC GASTRO ENTERIC 22FR,MEDLINE INDUSTRIES INC,,, ,,09 Gastrostomy feeding tube kits,Inactive,
000000000000575493,500503,500503,DISCON NON CONTRACTED DRSG WND SIL ADAPTIC TOUCH,MEDLINE INDUSTRIES INC,,, ,,02 Bandage or dressing trays,Inactive,
000000000000575716,8065149530,8065149530,CANN SOFT TIP DISP 25GAX1MM,ALCON LABORATORIES INC,,, ,,04 Ophthalmic irrigation or aspiration supplies,Inactive,
000000000000576982,C8702,C8702,SYS L-SCP ALEXIS TROCAR MD 5-9CMX12X100MM,APPLIED MEDICAL DISTRIBUTION CORPORATION,,, ,,19 Abdominal retractors,Inactive,
000000000000578779,1181200777T,1181200777T,SYR MONOJECT FNGR FLANGE LL TIP W/O NDL 12ML LF STER,MEDLINE INDUSTRIES INC,,, ,,08 Syringes without needles,Inactive,
000000000000578781,1186000777T,1186000777T,SYR IRRIG WIDE FNGR FLANGE LL 60ML LF STER W/O NDL,MEDLINE INDUSTRIES INC,,, ,,08 Syringes without needles,Inactive,
000000000000579187,U3575104,U3575104,CATH BLLN DIL PTA ULTRAVERSE 0.035INX10X40MMX75CM,BARD PERIPHERAL VASCULAR INC,,, ,,02 Diagnostic or interventional vascular catheters or sets,Inactive,
000000000000579874,466F230AF,466F230AF,DISCON OBSOLETE BY MFG KIT FILTER,CORDIS US CORP,,, ,,14 Vascular filter,Inactive,
000000000000579875,466F230AJ,466F230AJ,DISCON OBSOLETE BY MFG KT FLTR VC RETRV JUGULAR OPTEASE 55CM,CORDIS US CORP,,, ,,14 Vascular filter,Inactive,
